iid,gender,pid,match,age,race,imprace,imprelig,from,Income,date,go_out,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,QUE BUSCA ,Attractive1,Sincere1,Intelligent1,Fun1,Ambitious1,Has shared interests/hobbies1,QUE PIENSA DE SI MISMO,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,Matches no/si efectivos,no,yes,Si saldrian con ellos otravez,no,yes,Rating que obtuvieron de sus dates,Ambitious,Attractive,Fun,Intelligent,Shared Interests/Hobbies,Sincere,like,prob
66,1,56,0,29,3,1,1,Mexico,0.00,6,4,Private Equity Investing,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,QUE BUSCA ,20,25,15,15,53,20,QUE PIENSA DE SI MISMO,6,7,10,7,8,Matches no/si efectivos,9,1,Si saldrian con ellos otravez,7,3,Rating que obtuvieron de sus dates,6.625,5.444444444,6.222222222,7.222222222,4.625,7.555555556,5.888888889,5.888888889
67,1,56,0,22,6,1,1,"Torrance, CA",47559.00,5,2,Lawyer or professional surfer,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,QUE BUSCA ,20,15,20,20,5,10,QUE PIENSA DE SI MISMO,7,7,7,8,8,Matches no/si efectivos,8,2,Si saldrian con ellos otravez,6,4,Rating que obtuvieron de sus dates,7,6.555555556,6.333333333,8,4.666666667,8,5.777777778,5.222222222
68,1,56,0,27,1,1,1,"St. Louis, MO",53539.00,4,3,novelist,3,2,2,7,8,8,3,3,7,10,7,5,9,7,7,7,1,QUE BUSCA ,21,17,22,20,8,13,QUE PIENSA DE SI MISMO,6,7,8,9,8,Matches no/si efectivos,10,1,Si saldrian con ellos otravez,8,2,Rating que obtuvieron de sus dates,6,5.5,4.9,7.8,4.7,5.8,4.7,3.9
69,1,56,1,28,2,2,2,"London, UK",0.00,6,1,banker,10,7,5,5,3,2,1,3,9,8,2,4,7,6,7,2,1,QUE BUSCA ,50,10,30,10,0,0,QUE PIENSA DE SI MISMO,5,8,9,5,8,Matches no/si efectivos,8,2,Si saldrian con ellos otravez,3,7,Rating que obtuvieron de sus dates,7.111111111,7.3,7.1,7.9,5.9,7.6,7.3,6.4
70,1,56,1,26,2,5,1,"Boston, MA",32159.00,2,1,Investment Banking,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,QUE BUSCA ,25,10,20,20,15,10,QUE PIENSA DE SI MISMO,6,3,5,7,6,Matches no/si efectivos,9,1,Si saldrian con ellos otravez,7,3,Rating que obtuvieron de sus dates,8.444444444,6,8,8.555555556,6.222222222,7.444444444,6.777777778,5.444444444
71,1,56,0,21,2,6,7,Minnesota,53940.00,6,2,Pro Beach Volleyball,9,10,6,4,3,3,7,6,7,7,8,3,10,6,8,2,1,QUE BUSCA ,60,15,0,15,0,10,QUE PIENSA DE SI MISMO,4,7,8,8,7,Matches no/si efectivos,7,3,Si saldrian con ellos otravez,6,4,Rating que obtuvieron de sus dates,7.333333333,5,5.222222222,7.777777778,5.222222222,8.222222222,5.444444444,5.333333333
72,1,56,0,22,2,8,1,"Boston, MA",0.00,6,1,Engineer or iBanker or consultant,8,3,7,10,6,6,7,2,9,5,6,7,7,6,8,8,4,QUE BUSCA ,21,20,19,20,10,10,QUE PIENSA DE SI MISMO,6,7,7,7,8,Matches no/si efectivos,10,1,Si saldrian con ellos otravez,8,2,Rating que obtuvieron de sus dates,5.6,6.4,5,6.5,4.8,7.4,4.6,5.3
73,1,56,0,22,2,7,3,Chicago,0.00,4,2,Trading,9,9,7,6,5,4,4,6,6,5,5,5,7,7,6,4,1,QUE BUSCA ,30,10,20,30,0,10,QUE PIENSA DE SI MISMO,7,8,9,8,8,Matches no/si efectivos,10,1,Si saldrian con ellos otravez,6,4,Rating que obtuvieron de sus dates,8.25,6.111111111,7.555555556,7.888888889,5.444444444,7.666666667,5.666666667,5.222222222
74,1,56,0,25,2,3,1,Spain,0.00,7,2,Ph.D. Electrical Engineering,8,3,5,9,10,10,9,6,8,10,2,9,10,8,8,3,5,QUE BUSCA ,30,0,30,30,10,0,QUE PIENSA DE SI MISMO,7,9,8,9,7,Matches no/si efectivos,8,2,Si saldrian con ellos otravez,7,3,Rating que obtuvieron de sus dates,7.2,5.3,6,7.6,4.9,7.3,5.5,5.6
75,1,56,0,24,6,3,3,Philadelphia,40753.00,5,3,attorney,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,QUE BUSCA ,20,20,20,20,10,10,QUE PIENSA DE SI MISMO,8,7,8,7,8,Matches no/si efectivos,8,2,Si saldrian con ellos otravez,8,2,Rating que obtuvieron de sus dates,7.25,5.222222222,5.444444444,8.111111111,4.666666667,7.666666667,5.444444444,5.555555556
76,0,94,1,34,2,5,7,Ohio,38207.00,7,2,teacher,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,QUE BUSCA ,10,10,30,20,10,20,QUE PIENSA DE SI MISMO,6,2,8,8,3,Matches no/si efectivos,13,5,Si saldrian con ellos otravez,9,9,Rating que obtuvieron de sus dates,6.533333333,6.222222222,7.647058824,7.833333333,6.066666667,6.944444444,6.5,5.5
77,0,94,1,22,2,2,2,Minnesota,46166.00,4,2,Social Worker,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,QUE BUSCA ,15,20,20,20,15,10,QUE PIENSA DE SI MISMO,5,5,7,8,8,Matches no/si efectivos,12,6,Si saldrian con ellos otravez,10,8,Rating que obtuvieron de sus dates,6.333333333,6.833333333,6.529411765,7.277777778,5.785714286,7.235294118,6.361111111,4.555555556
78,0,94,0,23,3,1,4,Ohio,30973.00,7,3,Counseling Adolescents,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,QUE BUSCA ,10,25,20,10,20,15,QUE PIENSA DE SI MISMO,4,9,6,1,6,Matches no/si efectivos,15,3,Si saldrian con ellos otravez,13,5,Rating que obtuvieron de sus dates,5.25,6.472222222,5.411764706,6.694444444,4.692307692,6.882352941,5.694444444,3.666666667
79,0,94,0,26,4,8,8,India/Venezuela,0.00,7,1,Operations Research,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,QUE BUSCA ,10,20,15,20,20,15,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,15,3,Si saldrian con ellos otravez,9,9,Rating que obtuvieron de sus dates,6.25,5.888888889,6.882352941,7.777777778,6.2,7.833333333,6.722222222,4.722222222
80,0,94,0,27,4,3,1,China,0.00,5,4,industrial scientist,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,QUE BUSCA ,10,20,20,10,20,20,QUE PIENSA DE SI MISMO,8,9,8,8,8,Matches no/si efectivos,15,3,Si saldrian con ellos otravez,13,5,Rating que obtuvieron de sus dates,6.733333333,6.388888889,5.78125,7.555555556,4.928571429,7.944444444,6,4.416666667
81,0,94,0,28,2,6,9,Texas,28317.00,5,2,Journalism,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,QUE BUSCA ,10,10,20,20,20,20,QUE PIENSA DE SI MISMO,7,8,7,9,7,Matches no/si efectivos,15,3,Si saldrian con ellos otravez,4,14,Rating que obtuvieron de sus dates,8,7.888888889,7,7.611111111,6.666666667,7.277777778,7.166666667,4.888888889
82,0,94,1,25,6,2,7,Washington State,26645.00,3,2,teaching and then...,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,QUE BUSCA ,20,20,20,20,10,10,QUE PIENSA DE SI MISMO,8,9,8,10,8,Matches no/si efectivos,13,5,Si saldrian con ellos otravez,8,10,Rating que obtuvieron de sus dates,5.9375,6.611111111,6.941176471,7.222222222,5.3,7.777777778,6.861111111,5.694444444
83,0,94,0,35,3,1,5,Panama,0.00,6,1,Economic research,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,QUE BUSCA ,10,32,20,12,11,15,QUE PIENSA DE SI MISMO,5,10,8,9,7,Matches no/si efectivos,16,2,Si saldrian con ellos otravez,5,13,Rating que obtuvieron de sus dates,7.0625,7.333333333,7.352941176,7.777777778,6.366666667,8.055555556,7.222222222,5.705882353
84,0,94,0,32,3,1,1,spain,0.00,4,1,pharmaceuticals,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,QUE BUSCA ,30,30,30,5,0,5,QUE PIENSA DE SI MISMO,7,9,8,7,5,Matches no/si efectivos,16,2,Si saldrian con ellos otravez,9,9,Rating que obtuvieron de sus dates,6.875,6.777777778,6.911764706,7.805555556,5.8125,7.666666667,6.777777778,5
85,0,94,0,30,2,3,5,Arizona,25589.00,6,4,Social Services/ Policy,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,QUE BUSCA ,20,25,15,15,15,10,QUE PIENSA DE SI MISMO,7,9,8,8,8,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,11,7,Rating que obtuvieron de sus dates,6.2,6.388888889,6.352941176,7.333333333,5.928571429,7.722222222,6.222222222,4.888888889
86,0,94,0,22,2,1,1,"Minneapolis, MN",55223.00,7,1,Professor of Media Studies,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,QUE BUSCA ,15,20,20,20,5,20,QUE PIENSA DE SI MISMO,7,8,9,9,5,Matches no/si efectivos,10,8,Si saldrian con ellos otravez,4,14,Rating que obtuvieron de sus dates,7.266666667,7.333333333,7.666666667,8,6.388888889,7.888888889,7.444444444,5.777777778
87,0,94,0,23,2,8,10,NJ,0.00,3,2,Social Worker,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,QUE BUSCA ,15,15,20,15,15,20,QUE PIENSA DE SI MISMO,9,9,9,9,9,Matches no/si efectivos,16,2,Si saldrian con ellos otravez,8,10,Rating que obtuvieron de sus dates,6.466666667,7.5,6.941176471,7.111111111,5.607142857,7.166666667,6.666666667,4.944444444
88,0,94,0,23,2,8,7,NY,109031.00,4,4,Clinical Social Worker,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,QUE BUSCA ,15,15,20,15,20,15,QUE PIENSA DE SI MISMO,9,10,10,9,9,Matches no/si efectivos,18,1,Si saldrian con ellos otravez,12,6,Rating que obtuvieron de sus dates,6.533333333,7,6.888888889,7.277777778,6.3125,7.611111111,6.5,5.117647059
89,0,94,0,27,2,3,2,Israel,0.00,7,3,Academic,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,QUE BUSCA ,25,15,20,20,20,0,QUE PIENSA DE SI MISMO,7,10,8,6,10,Matches no/si efectivos,16,2,Si saldrian con ellos otravez,10,8,Rating que obtuvieron de sus dates,7.352941176,6.944444444,6,7.611111111,4.666666667,7.388888889,6.388888889,5.055555556
90,0,94,0,23,4,4,1,P. R. China,0.00,7,7,I don't know,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,QUE BUSCA ,15,21,18,18,10,18,QUE PIENSA DE SI MISMO,3,7,8,6,2,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,15,3,Rating que obtuvieron de sus dates,6.0625,5.888888889,4.823529412,7.722222222,4.066666667,8,5.444444444,4.166666667
91,0,94,0,25,6,6,8,California,40409.00,3,2,Lawyer,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,QUE BUSCA ,15,3,50,20,2,10,QUE PIENSA DE SI MISMO,8,7,8,7,7,Matches no/si efectivos,10,8,Si saldrian con ellos otravez,2,16,Rating que obtuvieron de sus dates,8.1875,8.388888889,7.764705882,8.222222222,6.733333333,8,7.944444444,6
92,0,94,0,29,2,1,2,San Francisco,21597.00,6,1,Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,QUE BUSCA ,10,20,20,20,20,10,QUE PIENSA DE SI MISMO,7,9,9,9,8,Matches no/si efectivos,11,7,Si saldrian con ellos otravez,7,11,Rating que obtuvieron de sus dates,6.666666667,7.888888889,6.176470588,7.388888889,5.733333333,7.764705882,6.555555556,4.666666667
93,0,94,0,29,2,2,2,England,0.00,5,1,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,QUE BUSCA ,14,20,18,24,18,6,QUE PIENSA DE SI MISMO,7,7,7,8,6,Matches no/si efectivos,14,4,Si saldrian con ellos otravez,4,14,Rating que obtuvieron de sus dates,6.9,7.138888889,7.5,8,6.3125,7.972222222,7.277777778,5.527777778
94,1,76,1,28,4,6,8,Bangladesh,0.00,6,3,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,QUE BUSCA ,20,20,20,10,10,20,QUE PIENSA DE SI MISMO,7,9,8,10,9,Matches no/si efectivos,15,3,Si saldrian con ellos otravez,15,3,Rating que obtuvieron de sus dates,7.529411765,3.666666667,5.722222222,6.888888889,4.6,5.352941176,4.611111111,4
95,1,76,0,26,2,7,5,Long Island,76624.00,5,2,Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,QUE BUSCA ,18,18,18,19,13,14,QUE PIENSA DE SI MISMO,8,9,10,8,7,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,16,2,Rating que obtuvieron de sus dates,6.722222222,4.666666667,5.388888889,7,5.0625,6.888888889,5.166666667,5.277777778
96,1,76,0,26,3,3,6,Argentina,0.00,7,1,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,QUE BUSCA ,10,20,20,22,6,22,QUE PIENSA DE SI MISMO,7,9,9,7,9,Matches no/si efectivos,18,1,Si saldrian con ellos otravez,18,1,Rating que obtuvieron de sus dates,7,4.388888889,5.111111111,7.388888889,4.75,7.166666667,5.222222222,4.222222222
97,1,76,0,29,2,4,1,"Brooklyn, NY",35968.00,5,2,Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,QUE BUSCA ,50,7,20,23,0,0,QUE PIENSA DE SI MISMO,7,5,6,7,5,Matches no/si efectivos,13,5,Si saldrian con ellos otravez,8,10,Rating que obtuvieron de sus dates,7.357142857,7.166666667,7.058823529,8.111111111,5.8,7.055555556,6.222222222,5
98,1,76,0,39,2,1,1,"Cincinnati, Ohio",51725.00,4,2,University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,QUE BUSCA ,40,20,15,20,0,5,QUE PIENSA DE SI MISMO,8,8,8,8,8,Matches no/si efectivos,16,2,Si saldrian con ellos otravez,16,2,Rating que obtuvieron de sus dates,6.058823529,5.611111111,4.111111111,6.944444444,4.352941176,7.666666667,5.5,4.055555556
99,1,76,0,28,2,1,1,New York,55419.00,3,2,Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,QUE BUSCA ,30,30,20,10,10,0,QUE PIENSA DE SI MISMO,10,8,10,10,8,Matches no/si efectivos,10,8,Si saldrian con ellos otravez,1,17,Rating que obtuvieron de sus dates,7.647058824,7.833333333,7.5,7.888888889,7.3125,7.666666667,7.5,5.647058824
100,1,76,0,30,6,8,9,Israel,0.00,3,2,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,QUE BUSCA ,20,25,25,15,5,10,QUE PIENSA DE SI MISMO,8,7,9,8,7,Matches no/si efectivos,16,2,Si saldrian con ellos otravez,13,5,Rating que obtuvieron de sus dates,7.6,4.555555556,5.823529412,8,5.642857143,7.944444444,5.805555556,5.333333333
101,1,76,0,22,4,3,2,India,0.00,4,3,Finance,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,QUE BUSCA ,40,8,10,12,10,20,QUE PIENSA DE SI MISMO,7,8,9,7,9,Matches no/si efectivos,18,1,Si saldrian con ellos otravez,18,1,Rating que obtuvieron de sus dates,7,4,4.588235294,7.666666667,4.294117647,7.611111111,4.75,4.777777778
102,1,76,0,32,2,2,6,Canada,0.00,4,4,Research Scientist,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,QUE BUSCA ,30,10,30,20,10,0,QUE PIENSA DE SI MISMO,8,7,8,6,7,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,16,2,Rating que obtuvieron de sus dates,6.25,4.111111111,4.764705882,7.277777778,4.277777778,7.176470588,4.972222222,4.5
103,1,76,0,26,2,8,9,Chicago,55550.00,4,1,business,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,QUE BUSCA ,40,5,20,10,10,15,QUE PIENSA DE SI MISMO,8,8,9,8,9,Matches no/si efectivos,17,1,Si saldrian con ellos otravez,13,5,Rating que obtuvieron de sus dates,7.176470588,6.222222222,6.4375,6.944444444,5.133333333,7.176470588,5.666666667,4.777777778
104,1,76,0,27,2,6,8,Colorado,26682.00,5,3,research in industry or academia,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,QUE BUSCA ,20,15,25,15,20,5,QUE PIENSA DE SI MISMO,8,7,8,7,8,Matches no/si efectivos,13,5,Si saldrian con ellos otravez,9,9,Rating que obtuvieron de sus dates,7,6.941176471,6.888888889,7.444444444,5.8125,6.888888889,6.166666667,4.277777778
105,1,76,1,25,1,1,1,Texas,41547.00,7,1,Law,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,QUE BUSCA ,30,15,20,20,0,5,QUE PIENSA DE SI MISMO,8,6,8,9,5,Matches no/si efectivos,10,8,Si saldrian con ellos otravez,8,10,Rating que obtuvieron de sus dates,7.647058824,6.277777778,8.055555556,8.166666667,6.588235294,7.888888889,6.470588235,5.388888889
106,1,76,0,22,3,1,3,Texas,23361.00,7,3,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,QUE BUSCA ,10,20,35,10,5,20,QUE PIENSA DE SI MISMO,5,9,9,5,2,Matches no/si efectivos,16,2,Si saldrian con ellos otravez,13,5,Rating que obtuvieron de sus dates,6.941176471,5.111111111,6.647058824,7.722222222,5,7.666666667,6.222222222,4.666666667
107,1,76,1,21,2,1,1,"Ann Arbor, MI",74893.00,4,1,Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,QUE BUSCA ,19,24,21,23,5,8,QUE PIENSA DE SI MISMO,8,9,9,9,6,Matches no/si efectivos,7,11,Si saldrian con ellos otravez,6,12,Rating que obtuvieron de sus dates,7.4375,6.888888889,8.111111111,8,7.176470588,8.055555556,7.5,5.722222222
108,1,76,0,24,2,1,1,Spain,0.00,6,3,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,QUE BUSCA ,10,20,35,20,0,15,QUE PIENSA DE SI MISMO,3,8,6,4,2,Matches no/si efectivos,14,4,Si saldrian con ellos otravez,8,10,Rating que obtuvieron de sus dates,6.944444444,7.166666667,6.777777778,7.5,6.111111111,7,6.666666667,5.611111111
109,1,76,1,25,4,1,1,Hong Kong,0.00,4,1,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,QUE BUSCA ,15,10,30,10,5,30,QUE PIENSA DE SI MISMO,6,9,9,7,8,Matches no/si efectivos,10,8,Si saldrian con ellos otravez,10,8,Rating que obtuvieron de sus dates,7.277777778,5.833333333,7.222222222,7.944444444,6.4375,7.555555556,6.888888889,5.111111111
110,1,76,1,28,2,4,6,Ann Arbor,52804.00,6,1,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,QUE BUSCA ,20,20,15,15,5,25,QUE PIENSA DE SI MISMO,7,9,9,8,8,Matches no/si efectivos,14,4,Si saldrian con ellos otravez,13,5,Rating que obtuvieron de sus dates,7.235294118,5.5,6.833333333,7.055555556,5.9375,6.411764706,5.833333333,4.444444444
111,1,76,0,27,4,7,1,Philippines,0.00,5,1,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,QUE BUSCA ,20,20,20,20,10,10,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,18,1,Si saldrian con ellos otravez,16,2,Rating que obtuvieron de sus dates,7.117647059,4.777777778,6.5,7.5,5.5,7.222222222,5.833333333,5.166666667
112,0,122,1,20,6,1,1,New Jersey,0.00,3,1,Social work,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,QUE BUSCA ,15,15,20,25,10,15,QUE PIENSA DE SI MISMO,9,10,9,9,9,Matches no/si efectivos,4,6,Si saldrian con ellos otravez,2,8,Rating que obtuvieron de sus dates,6.2,7.9,7,7.5,6.4,7.3,7.4,5.9
113,0,122,0,21,2,3,8,"Milwaukee, Wisconsin",53923.00,4,1,What a question!,5,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7,QUE BUSCA ,15,15,25,25,15,5,QUE PIENSA DE SI MISMO,8,7,8,10,7,Matches no/si efectivos,7,3,Si saldrian con ellos otravez,6,4,Rating que obtuvieron de sus dates,6,6.4,6.6,7,6.1,6.7,6.5,5
114,0,122,0,20,1,2,4,New York,0.00,7,4,,6,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2,QUE BUSCA ,20,20,20,20,10,10,QUE PIENSA DE SI MISMO,7,9,8,6,7,Matches no/si efectivos,9,1,Si saldrian con ellos otravez,8,2,Rating que obtuvieron de sus dates,6.111111111,5,5.5,7.1,5.111111111,6.8,5.5,4.222222222
115,0,122,0,21,2,10,7,brooklyn ny,27094.00,5,1,psychologist,2,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1,QUE BUSCA ,20,10,30,20,15,5,QUE PIENSA DE SI MISMO,8,8,9,8,7,Matches no/si efectivos,7,3,Si saldrian con ellos otravez,5,5,Rating que obtuvieron de sus dates,6.444444444,7.222222222,7.222222222,6.555555556,6.888888889,6.333333333,7,5.777777778
116,0,122,1,21,2,4,1,France,0.00,1,1,if only i knew,5,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8,QUE BUSCA ,15,15,25,25,20,0,QUE PIENSA DE SI MISMO,9,9,8,9,8,Matches no/si efectivos,6,4,Si saldrian con ellos otravez,4,6,Rating que obtuvieron de sus dates,6.3,6.7,6.3,6.5,6.2,6.777777778,6.5,6.111111111
117,0,122,0,21,2,8,10,"Long Island, NY",57213.00,3,1,"Marketing, Advertising",6,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3,QUE BUSCA ,20,10,20,20,20,10,QUE PIENSA DE SI MISMO,7,6,7,7,7,Matches no/si efectivos,9,1,Si saldrian con ellos otravez,5,5,Rating que obtuvieron de sus dates,7.444444444,7.777777778,7.444444444,7.444444444,7,7.222222222,7.666666667,5.666666667
119,0,122,0,19,3,5,2,Puerto Rico,0.00,3,1,lawyer/gov.position,8,5,8,9,9,9,5,8,10,9,5,10,9,10,10,7,8,QUE BUSCA ,50,15,10,10,10,5,QUE PIENSA DE SI MISMO,8,10,10,10,10,Matches no/si efectivos,5,5,Si saldrian con ellos otravez,2,8,Rating que obtuvieron de sus dates,6.7,7.9,6.8,7,5.888888889,7.6,7.4,5.6
120,0,122,1,20,3,1,4,"Long Island, NY",42390.00,4,3,Writer,5,4,4,8,7,5,3,1,5,10,6,10,9,6,8,3,5,QUE BUSCA ,10,10,35,35,8,2,QUE PIENSA DE SI MISMO,8,9,7,8,8,Matches no/si efectivos,6,4,Si saldrian con ellos otravez,3,7,Rating que obtuvieron de sus dates,6.9,7.8,7.3,7.5,6.2,6.6,7.2,7.1
121,0,122,0,21,2,8,1,"Memphis, TN",43636.00,7,1,"no idea, maybe a professor",2,2,6,10,6,10,6,4,7,7,8,10,10,10,10,10,4,QUE BUSCA ,35,15,5,30,15,0,QUE PIENSA DE SI MISMO,2,5,4,3,3,Matches no/si efectivos,10,1,Si saldrian con ellos otravez,8,2,Rating que obtuvieron de sus dates,5.4,4.8,4.8,7.2,4,6.5,4.5,5.777777778
122,1,112,1,22,6,1,1,Long Island,57887.00,3,1,Lawyer,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,QUE BUSCA ,40,15,10,20,5,10,QUE PIENSA DE SI MISMO,8,10,8,8,8,Matches no/si efectivos,6,3,Si saldrian con ellos otravez,2,7,Rating que obtuvieron de sus dates,7.333333333,7.777777778,8.444444444,8.222222222,7.5,8.777777778,7.777777778,4.777777778
123,1,112,0,18,4,3,5,Louisiana,30768.00,5,1,Cardiologist,9,9,8,8,3,2,5,5,6,2,7,2,7,7,7,7,5,QUE BUSCA ,50,10,20,5,5,10,QUE PIENSA DE SI MISMO,7,7,7,6,7,Matches no/si efectivos,9,1,Si saldrian con ellos otravez,5,4,Rating que obtuvieron de sus dates,6.888888889,6.375,5.777777778,7.222222222,4.333333333,8.666666667,5.888888889,5.444444444
124,1,112,0,22,4,1,1,Maryland,66699.00,4,1,Law or finance,5,5,8,10,8,8,6,5,8,8,6,9,9,9,8,8,7,QUE BUSCA ,40,10,10,10,10,20,QUE PIENSA DE SI MISMO,8,7,10,8,10,Matches no/si efectivos,9,1,Si saldrian con ellos otravez,9,1,Rating que obtuvieron de sus dates,8.444444444,3.777777778,2.625,6.888888889,1.375,5.666666667,2.333333333,5
125,1,112,1,21,2,3,1,Staten Island,45360.00,3,1,Pediatrics,3,1,9,10,9,10,1,1,10,9,2,9,9,9,9,10,7,QUE BUSCA ,20,15,20,15,12,18,QUE PIENSA DE SI MISMO,9,7,9,9,8,Matches no/si efectivos,2,7,Si saldrian con ellos otravez,1,8,Rating que obtuvieron de sus dates,8.222222222,8,8.444444444,8.555555556,6.777777778,8.333333333,8,6.222222222
126,1,112,1,22,2,7,5,"New York, NY",55080.00,6,3,medicine,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,QUE BUSCA ,25,40,15,10,5,5,QUE PIENSA DE SI MISMO,8,10,9,9,9,Matches no/si efectivos,7,2,Si saldrian con ellos otravez,6,3,Rating que obtuvieron de sus dates,7.888888889,6.111111111,6.777777778,8.555555556,6.375,8,7,5.666666667
127,1,112,1,22,2,1,1,Massachusetts,0.00,5,1,Porn Star,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,QUE BUSCA ,25,25,25,15,5,5,QUE PIENSA DE SI MISMO,8,5,10,10,8,Matches no/si efectivos,5,4,Si saldrian con ellos otravez,4,5,Rating que obtuvieron de sus dates,6.111111111,7.333333333,6.111111111,6.111111111,5.111111111,5.888888889,5.666666667,5.333333333
128,1,112,1,21,2,3,1,Connecticut,0.00,3,2,Mechanical Engineering,8,7,7,6,4,4,8,7,3,5,3,4,8,10,10,2,2,QUE BUSCA ,40,15,10,20,10,5,QUE PIENSA DE SI MISMO,8,8,8,8,7,Matches no/si efectivos,3,6,Si saldrian con ellos otravez,2,7,Rating que obtuvieron de sus dates,6.625,7.555555556,6.875,8.125,5,8.444444444,7.222222222,5.555555556
129,1,112,1,,2,1,1,New Jersey,0.00,3,3,entrepeneur,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,QUE BUSCA ,40,20,20,20,,,QUE PIENSA DE SI MISMO,8,7,8,7,10,Matches no/si efectivos,6,3,Si saldrian con ellos otravez,6,3,Rating que obtuvieron de sus dates,6.444444444,6.222222222,6.625,6.222222222,5.333333333,7.888888889,6.444444444,6.111111111
130,1,112,0,20,4,4,1,"India, Holland",0.00,6,2,don't know,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,QUE BUSCA ,80,10,10,,,,QUE PIENSA DE SI MISMO,6,7,7,5,6,Matches no/si efectivos,7,2,Si saldrian con ellos otravez,2,7,Rating que obtuvieron de sus dates,6.777777778,7.333333333,6.555555556,7.666666667,4.875,8.777777778,7.222222222,5.222222222
131,1,112,0,19,4,4,1,New York,17378.00,7,3,Not Sure,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,QUE BUSCA ,25,10,20,20,10,15,QUE PIENSA DE SI MISMO,,,,,,Matches no/si efectivos,9,1,Si saldrian con ellos otravez,8,1,Rating que obtuvieron de sus dates,6.333333333,4.428571429,4,6.714285714,1.428571429,7.857142857,4.571428571,5
